age,sex,education_level,education_years,potential_experience,field_of_study,annual_wage,weeks_worked,hours_worked,hourly_wage
29,Female,MA,18,5,Social Sciences,106956.24575783133,49,30,72.75935085566758
58,Male,BA,16,36,Humanities,152771.95601538676,44,42,82.66880736763353
61,Female,BA,16,39,Education,164250.0170431177,46,42,85.01553677180004
39,Male,BA,16,17,Business,196134.08851475577,48,45,90.80281875683137
60,Male,BA,16,38,STEM (other),273330.91709903954,46,38,156.36780154407296
39,Male,MA,18,15,STEM (other),185053.86531468565,48,39,98.85356053134917
47,Male,BA,16,25,Business,116153.40234549843,43,35,77.17834042890262
30,Female,BA,16,8,Engineering,121548.5160306311,49,34,72.95829293555288
45,Female,BA,16,23,Education,139499.84515207587,49,31,91.836632753177
47,Female,Prof,19,22,Humanities,94737.89647978611,43,40,55.08017237196867
40,Male,BA,16,18,STEM (other),248251.92993361707,45,38,145.17656721264157
39,Male,BA,16,17,Humanities,124158.39069023915,47,35,75.47622534361042
49,Male,BA,16,27,Health,186652.86809178785,48,37,105.09733563726793
60,Male,MA,18,36,Social Sciences,285517.3105838189,40,38,187.84033591040716
35,Male,PhD,20,9,Engineering,158317.3989315588,40,38,104.15618350760447
39,Male,BA,16,17,Business,181464.00242417635,47,37,104.3496276159726
28,Male,Prof,19,3,Social Sciences,114879.69887548755,50,41,56.03887750023783
45,Male,Prof,19,20,Health,184383.65362595092,46,37,108.33352151936012
37,Male,Prof,19,12,Health,130867.71510946729,48,32,85.2003353577261
46,Female,MA,18,22,Education,262834.7966327726,50,42,125.15942696798696
43,Male,MA,18,19,Business,166167.23300706912,42,48,82.42422272176047
58,Male,BA,16,36,Health,209449.77959452567,49,31,137.88662251120846
38,Female,MA,18,14,Engineering,105862.65059253729,51,46,45.12474449809774
28,Male,BA,16,6,Social Sciences,147619.9816335478,44,45,74.5555462795696
51,Female,MA,18,27,Humanities,219314.78403349125,42,33,158.23577491593886
53,Male,BA,16,31,Education,150637.29901258342,44,47,72.84202079912157
52,Female,MA,18,28,STEM (other),203112.89981670436,49,43,96.39909815695508
59,Male,MA,18,35,Business,236806.82460142646,40,31,190.97324564631165
32,Female,BA,16,10,Social Sciences,232498.06892219983,50,42,110.7133661534285
40,Male,MA,18,16,Business,103510.5677488515,43,49,49.126989914025394
60,Female,BA,16,38,Social Sciences,202441.90111167525,45,46,97.79801986071269
54,Male,MA,18,30,Humanities,123811.41118688138,41,44,68.63160265348192
42,Male,BA,16,20,Education,131140.49142085525,46,49,58.181229556723714
26,Female,BA,16,4,Humanities,77345.36751381094,47,34,48.40135639162136
37,Male,Prof,19,12,Business,152528.1613636229,40,36,105.92233428029368
28,Female,BA,16,6,Humanities,88899.3812387896,43,47,43.98781852488352
50,Male,MA,18,26,Engineering,160195.24898705422,50,40,80.0976244935271
49,Male,BA,16,27,Humanities,185600.9338495199,43,47,91.83618696166249
54,Female,BA,16,32,Business,104543.33429097869,44,34,69.88190794851516
35,Male,BA,16,13,Business,164477.54804905262,51,42,76.78690385109833
31,Male,BA,16,9,Social Sciences,103098.40961585123,51,47,43.01143496698007
55,Female,BA,16,33,STEM (other),132630.5247343069,43,31,99.49776799272836
34,Female,BA,16,12,Engineering,160221.90044646143,48,49,68.12155631227101
63,Female,BA,16,41,Social Sciences,98156.13204246614,46,33,64.66148355893685
37,Male,BA,16,15,Humanities,115487.1037095839,41,42,67.06568159673861
55,Male,PhD,20,29,Social Sciences,144139.50980636507,40,45,80.0775054479806
31,Male,PhD,20,5,Business,175147.12698026412,48,35,104.25424225015722
60,Male,BA,16,38,Social Sciences,121332.84095882683,40,37,81.98164929650461
44,Female,MA,18,20,Social Sciences,149447.70254957926,45,45,73.80133459238482
28,Male,BA,16,6,STEM (other),131476.68524754306,41,42,76.35115287313766
31,Male,MA,18,7,Humanities,85719.64999393778,43,33,60.40849189142902
25,Male,MA,18,1,Social Sciences,99908.57533076855,45,31,71.61905041632154
37,Female,Prof,19,12,STEM (other),115780.4320910194,44,38,69.24666991089677
46,Female,BA,16,24,Social Sciences,186029.89788198718,50,47,79.16165867318604
45,Female,MA,18,21,Engineering,360365.5246854206,45,46,174.08962545189402
46,Male,BA,16,24,Business,393195.67211775266,42,37,253.02166802944186
52,Female,PhD,20,26,Social Sciences,222292.74070032194,44,44,114.8206305270258
33,Female,BA,16,11,Business,168360.2389627181,41,38,108.0617708361477
50,Male,MA,18,26,STEM (other),125518.9846377865,46,46,59.31899084961555
33,Male,MA,18,9,Humanities,180271.6750578005,42,31,138.45750772488518
39,Male,MA,18,15,Business,217046.859458875,40,35,155.03347104205358
34,Male,BA,16,12,Health,112242.83429089074,47,34,70.239570895426
48,Female,Prof,19,23,Education,253661.0586434126,47,46,117.32703915051462
32,Male,BA,16,10,STEM (other),125952.12797164556,42,31,96.73742547745435
48,Male,MA,18,24,Humanities,135535.98352211693,46,47,62.690094136039285
40,Female,BA,16,18,Social Sciences,162462.1738955904,48,39,86.7853493032
50,Female,BA,16,28,Humanities,99767.09016491626,47,39,54.428308873385845
51,Female,BA,16,29,Health,229093.9428773136,42,35,155.84621964443102
61,Male,BA,16,39,Health,121856.94532729407,41,41,72.49074677411902
28,Male,BA,16,6,Engineering,92353.93210896857,49,46,40.97335053636583
48,Male,BA,16,26,Engineering,146019.15102282935,46,42,75.57927071575018
43,Male,BA,16,21,Social Sciences,185953.14479469863,46,49,82.49917692755041
60,Male,MA,18,36,Business,174096.91250103439,48,45,80.60042245418259
63,Female,Prof,19,38,Engineering,165910.08512055324,44,39,96.68419878820119
34,Male,BA,16,12,Education,93143.44470529484,43,31,69.87505229204415
49,Male,BA,16,27,Engineering,191565.92587369363,47,31,131.47970204097024
42,Male,BA,16,20,Health,107549.69027847306,43,36,69.47654410754073
43,Female,BA,16,21,Social Sciences,104809.07779401806,43,35,69.64058325183925
60,Female,MA,18,36,STEM (other),414898.37936597364,51,30,271.17541135030956
34,Female,MA,18,10,Social Sciences,106067.43805395496,51,41,50.72569969103537
57,Male,BA,16,35,Engineering,179528.1482479438,41,42,104.2556029314424
29,Male,BA,16,7,Health,100753.16560982312,40,41,61.43485707916044
59,Male,BA,16,37,Humanities,122050.83993240933,43,48,59.13315888198127
58,Male,MA,18,34,STEM (other),266413.26820720854,46,38,152.4103365029797
57,Female,PhD,20,31,Social Sciences,295919.54387970397,51,39,148.77805122157062
45,Female,BA,16,23,Business,153401.4577096363,48,46,69.47529787574108
41,Female,BA,16,19,STEM (other),114973.45033303266,48,47,50.96340883556412
46,Female,Prof,19,21,Business,304897.8460044599,51,37,161.5780847930365
61,Female,Prof,19,36,Health,209776.44029968837,49,36,118.92088452363286
39,Male,BA,16,17,Social Sciences,232279.47155690336,40,38,152.81544181375222
59,Female,BA,16,37,Engineering,100200.07646240358,44,39,58.39165295011863
52,Male,BA,16,30,Business,188833.50245309153,46,41,100.12380829962436
31,Female,BA,16,9,Business,223458.7026087564,46,44,110.40449733634209
56,Male,BA,16,34,Education,131981.9908582371,49,44,61.21613676170553
35,Male,BA,16,13,STEM (other),137441.26937167454,45,33,92.55304334792899
34,Female,BA,16,12,Business,149082.25915813036,50,33,90.35288433826082
33,Male,BA,16,11,Humanities,87532.13432323193,49,30,59.54566960764077
38,Male,MA,18,14,Engineering,169190.13495130013,43,41,95.96717807787869
37,Male,BA,16,15,Social Sciences,119809.16589869894,42,31,92.0193286472342
49,Male,BA,16,27,Engineering,160231.31672270008,51,44,71.40433009032981
26,Female,BA,16,4,STEM (other),162601.38031145697,48,46,73.6419294888845
59,Female,BA,16,37,Humanities,159041.97016768093,51,36,86.62416675799615
31,Male,PhD,20,5,Education,134616.93016944543,49,35,78.49383683349588
45,Male,BA,16,23,Humanities,166903.5370518946,43,41,94.67018550873203
42,Female,BA,16,20,Health,141590.34176468282,47,48,62.76167631413245
27,Male,MA,18,3,STEM (other),100945.78348259097,40,30,84.12148623549247
63,Male,BA,16,41,Education,118256.66975550965,46,43,59.7859806650706
35,Male,Prof,19,10,STEM (other),172911.45338944966,51,33,102.74001983924519
63,Female,BA,16,41,Social Sciences,113963.84038864958,45,34,74.48617018865986
48,Male,BA,16,26,Engineering,165102.48726935053,51,30,107.91012239826833
43,Male,BA,16,21,Social Sciences,126825.19594524307,40,30,105.68766328770256
28,Male,BA,16,6,Engineering,239370.2676106074,43,35,159.05001170140028
50,Male,MA,18,26,Health,84309.97952136523,51,34,48.621672157650075
62,Female,MA,18,38,Social Sciences,178031.19799983955,44,31,130.52140615824015
56,Male,BA,16,34,Health,286103.2783832451,50,34,168.29604610779123
63,Male,BA,16,41,Engineering,198382.71324986246,47,38,111.0765471723754
60,Male,MA,18,36,Business,262609.9792982962,43,48,127.2335171018877
64,Male,Prof,19,39,Social Sciences,208427.78275309087,42,44,112.78559672786302
61,Female,BA,16,39,STEM (other),151327.24944395362,41,42,87.87877435769664
57,Female,BA,16,35,Social Sciences,82654.55549584776,43,41,46.88290158584672
60,Male,BA,16,38,Social Sciences,170286.34920719152,50,34,100.16844071011266
27,Male,Prof,19,2,Education,82036.37443987431,49,31,54.006829782669065
33,Male,BA,16,11,Health,99438.97099680481,43,33,70.07679421903087
32,Female,BA,16,10,Business,111335.54219917499,49,47,48.34370047727963
57,Female,MA,18,33,Social Sciences,321276.8276781797,44,39,187.2242585537178
30,Male,BA,16,8,Business,250960.60727666214,46,42,129.89679465665742
63,Female,BA,16,41,STEM (other),194184.18235881114,48,41,98.6708243693146
28,Female,BA,16,6,Engineering,110080.79033973414,41,31,86.60959114062481
37,Female,BA,16,15,Social Sciences,93137.49067718392,44,44,48.10820799441318
26,Male,BA,16,4,Engineering,136075.07690436178,50,43,63.290733443889195
29,Male,BA,16,7,Business,201888.668825568,49,39,105.64556191814128
51,Male,BA,16,29,Humanities,128180.90736818389,48,37,72.17393432893238
56,Female,BA,16,34,Business,87789.85162218851,51,44,39.12203726478989
45,Female,MA,18,21,Engineering,259474.80895152525,42,42,147.09456289769005
32,Female,MA,18,8,Social Sciences,174071.23891077648,40,37,117.61570196674086
62,Male,BA,16,40,Engineering,119879.97440006564,41,43,67.99771661943598
32,Male,BA,16,10,Engineering,150684.7605525756,45,30,111.61834115005601
27,Male,BA,16,5,Humanities,98752.08582717754,44,42,53.43727588050732
27,Female,BA,16,5,Humanities,84378.49161289034,40,37,57.01249433303401
46,Male,BA,16,24,STEM (other),141092.1813623964,40,47,75.04903263957254
30,Male,MA,18,6,Humanities,141943.04535396272,50,38,74.70686597576986
26,Female,BA,16,4,Education,77604.91767077013,43,42,42.9706077911241
47,Male,BA,16,25,Engineering,121715.80647488139,51,32,74.5807637713734
26,Male,BA,16,4,Humanities,45051.32409583897,43,47,22.291600245343382
62,Male,MA,18,38,Humanities,236063.2026516951,45,39,134.50894737988324
41,Female,BA,16,19,Humanities,148508.7551819734,45,34,97.06454587057084
59,Female,MA,18,35,Social Sciences,195124.29878464874,49,35,113.7751013321567
58,Female,BA,16,36,Business,156422.75814519674,45,37,93.94760248960765
47,Male,Prof,19,22,Humanities,140210.5465429943,40,36,97.36843509930159
54,Female,Prof,19,29,Education,133609.81533568582,49,47,58.01555160038464
32,Female,BA,16,10,STEM (other),119439.26836284153,48,43,57.86786257889609
46,Female,BA,16,24,Business,90072.82920493577,50,44,40.94219509315262
60,Female,BA,16,38,Business,141886.24215811037,46,39,79.08932115836699
29,Male,BA,16,7,Business,107723.0375496057,46,41,57.11719912492349
37,Male,MA,18,13,Humanities,153516.60470871156,50,36,85.28700261595087
53,Male,MA,18,29,Business,205545.36873564162,46,36,124.12159947804446
55,Female,MA,18,31,Engineering,294159.3581987394,41,40,179.36546231630453
40,Female,MA,18,16,STEM (other),276824.92109595006,41,42,160.75779390008714
54,Female,BA,16,32,Engineering,271862.3165990675,45,44,137.30420030255934
40,Male,BA,16,18,Humanities,139630.22456394372,46,47,64.58382264752254
36,Male,MA,18,12,Social Sciences,145387.6356621488,42,36,96.15584369189735
41,Male,BA,16,19,Humanities,91965.02286351664,43,35,61.10632748406422
40,Female,MA,18,16,Health,208643.684133671,51,40,102.2763157517995
36,Male,BA,16,14,STEM (other),249278.04889355868,42,37,160.41058487358987
32,Female,BA,16,10,STEM (other),150637.53683983273,46,49,66.8312053415407
44,Male,PhD,20,18,Engineering,421164.06697524217,46,30,305.1913528806103
27,Male,BA,16,5,Engineering,77445.40283894521,43,37,48.67718594528298
40,Female,PhD,20,14,Business,139546.19670054165,46,37,81.9895397770515
54,Male,PhD,20,28,Education,256827.63355869384,44,48,121.60399316226034
47,Male,MA,18,23,Humanities,166356.28508778184,40,32,129.96584772482956
52,Male,MA,18,28,Social Sciences,277543.97080610215,49,34,166.5930196915379
64,Male,BA,16,42,Health,162260.52602066222,43,32,117.92189391036499
29,Female,Prof,19,4,Business,104820.78624575044,46,44,51.788926010746266
44,Female,BA,16,22,Humanities,121239.35696496177,41,43,68.76877876628575
64,Male,BA,16,42,STEM (other),113754.14875538228,41,44,63.05662347859328
25,Female,MA,18,1,Business,80083.31410584455,40,46,43.52354027491551
54,Male,BA,16,32,Social Sciences,216930.6940769526,41,47,112.57430932898423
45,Female,BA,16,23,Engineering,241454.47484377964,49,31,158.9562046371163
44,Female,BA,16,22,Health,176046.12005191622,47,41,91.3576128966872
30,Female,BA,16,8,Social Sciences,65859.3537704604,50,45,29.270823897982396
46,Male,Prof,19,21,Engineering,206463.50145225087,47,33,133.11637746760212
42,Male,BA,16,20,Social Sciences,100962.05512501308,47,31,69.29447846603506
32,Male,Prof,19,7,Business,213963.34111657116,40,43,124.3972913468437
63,Female,MA,18,39,Social Sciences,156730.54875706192,40,40,97.9565929731637
56,Male,MA,18,32,Health,144332.60711463503,51,42,67.38216952130487
57,Male,BA,16,35,Engineering,199573.69578611263,49,36,113.13701575176452
40,Female,MA,18,16,Humanities,112910.82907577454,43,39,67.32905729026508
36,Male,BA,16,14,Education,183051.56591025303,45,30,135.59375252611335
62,Male,MA,18,38,Social Sciences,150716.63007857624,47,33,97.17384273280221
58,Male,BA,16,36,Engineering,129654.89195090004,41,47,67.28328591120915
38,Male,Prof,19,13,Humanities,72600.41704898351,42,35,49.38803880883232
60,Male,PhD,20,34,STEM (other),257085.5143713473,45,31,184.2906913056253
57,Male,BA,16,35,Business,151209.40842770372,49,32,96.43457170134165
47,Male,BA,16,25,Business,112008.34070070893,43,43,60.57779378080526
26,Male,MA,18,2,Business,166769.50665523025,51,37,88.37811693440925
45,Female,BA,16,23,Health,195394.0454003876,41,45,105.90463165332662
26,Male,Prof,19,1,Business,120684.45836912331,46,48,54.65781629036382
51,Female,BA,16,29,Social Sciences,241517.65940975433,43,47,119.50403731308973
33,Male,BA,16,11,Education,132741.75262022272,47,35,80.69407454116883
25,Male,PhD,20,0,Health,94196.9638868462,47,43,46.60908653480762
35,Female,MA,18,11,Social Sciences,103324.92885278915,46,32,70.19356579673176
27,Male,MA,18,3,Social Sciences,140083.57157794043,49,45,63.5299644344401
47,Male,BA,16,25,Health,184224.44203950945,48,30,127.9336403052149
50,Female,MA,18,26,Engineering,236883.64030878473,43,41,134.36394799136966
28,Female,BA,16,6,Engineering,98169.48072652095,46,43,49.63067781927247
42,Male,MA,18,18,Humanities,170754.86519248976,49,48,72.5998576498681
30,Male,MA,18,6,Engineering,118391.27822278313,49,48,50.33642781580915
59,Female,BA,16,37,Education,141210.0819807033,51,38,72.86381939148778
46,Female,BA,16,24,STEM (other),276090.2941506061,40,36,191.7293709379209
39,Male,BA,16,17,Business,125285.41447209044,43,43,67.7584718615957
46,Male,MA,18,22,Social Sciences,109941.44917964745,41,34,78.86761060232959
61,Male,BA,16,39,Health,121982.862488054,48,47,54.07041776952748
36,Male,MA,18,12,Humanities,168028.62789518875,44,38,100.49559084640475
62,Male,BA,16,40,STEM (other),198078.62785223848,42,36,131.00438350015773
42,Male,MA,18,18,Education,143909.05066183896,43,38,88.07163443196998
59,Male,MA,18,35,Engineering,199241.2853450813,45,33,134.16921572059346
54,Male,BA,16,32,Education,169601.69090788128,49,46,75.24476082869622
48,Female,BA,16,26,Social Sciences,121743.12177684713,40,41,74.23361083954093
54,Male,BA,16,32,Social Sciences,177601.87565284097,46,35,110.31172400797576
38,Male,MA,18,14,Engineering,149197.1148884592,47,47,67.54056807988194
30,Male,MA,18,6,Business,102652.23389056881,46,37,60.31271086402398
27,Female,BA,16,5,Humanities,71236.01296186139,46,44,35.195658577994756
40,Female,MA,18,16,Social Sciences,142027.75369679753,48,32,92.4659854796859
31,Female,BA,16,9,Business,123840.66383326107,43,31,92.90372380589729
38,Male,BA,16,16,Social Sciences,145369.88997137317,46,38,83.16355261520204
33,Female,Prof,19,8,Humanities,39938.274852988965,48,37,22.48776737217847
39,Male,BA,16,17,Education,98155.16606209072,44,33,67.59997662678424
45,Male,BA,16,23,Business,149511.56202662518,41,31,117.63301496980738
59,Female,BA,16,37,Engineering,308697.9629238979,44,43,163.15959985406866
26,Female,BA,16,4,Business,77373.46857034898,43,31,58.044612580906964
51,Female,BA,16,29,STEM (other),195680.5937936169,47,31,134.30377062019005
26,Female,BA,16,4,Health,159358.09089494194,44,36,100.6048553629684
59,Female,MA,18,35,Social Sciences,128169.57118131648,48,41,65.12681462465268
42,Male,BA,16,20,Health,172506.90916110814,48,35,102.68268402446913
38,Male,BA,16,16,Social Sciences,106480.63853592376,42,47,53.94155954200799
44,Male,BA,16,22,Humanities,111102.65550899548,49,33,68.70912523747401
42,Female,BA,16,20,Social Sciences,114584.37725174669,45,48,53.04832280173458
34,Male,MA,18,10,Engineering,134651.1727036652,45,42,71.24400672151597
49,Female,PhD,20,23,Engineering,579067.1029340676,43,49,274.8301390289832
26,Male,BA,16,4,Social Sciences,124708.80786623128,50,31,80.45729539756857
49,Male,Prof,19,24,STEM (other),316450.2621259004,49,37,174.54509769768364
57,Male,BA,16,35,Business,207440.1298239589,42,48,102.89688979363041
60,Male,BA,16,38,Humanities,85111.97006468571,40,38,55.99471714781954
55,Female,BA,16,33,Humanities,157170.6428307982,51,33,93.38719122447903
38,Male,BA,16,16,Business,206546.094491886,46,45,99.78072197675652
25,Male,BA,16,3,Engineering,88307.48561390342,44,48,41.812256445977
40,Male,MA,18,16,Engineering,259366.65608747027,49,39,135.7230016156307
27,Male,BA,16,5,Education,112005.23194224485,46,35,69.56846704487258
59,Male,Prof,19,34,Business,397127.2405348508,40,45,220.62624474158378
30,Male,BA,16,8,Social Sciences,97369.18815891755,47,39,53.12012447295011
49,Female,BA,16,27,Social Sciences,113927.40261075826,42,42,64.58469535757271
37,Male,MA,18,13,Education,120585.16758409247,46,38,68.98464964765016
58,Male,BA,16,36,Engineering,303480.0936227065,51,36,165.29416863981834
32,Female,BA,16,10,Social Sciences,67607.77267004343,42,33,48.77905676049309
45,Male,MA,18,21,Social Sciences,93422.48045673866,42,48,46.340516099572746
58,Male,Prof,19,33,Social Sciences,211804.4206361954,49,33,130.9860362623348
28,Male,MA,18,4,Humanities,85615.63627118513,48,48,37.15956435381299
49,Male,MA,18,25,Business,202261.83865218807,41,48,102.77532451838825
39,Female,MA,18,15,Humanities,177831.81647747295,43,41,100.86886924417071
28,Male,Prof,19,3,Education,91019.51346241978,45,42,48.15847273143904
36,Female,BA,16,14,Health,77691.27589597122,42,33,56.05431161325485
56,Female,BA,16,34,Education,270964.87181472685,51,39,136.23171031409092
56,Male,BA,16,34,Social Sciences,120238.37548939738,49,36,68.16234438174455
52,Male,BA,16,30,Engineering,143241.72451742133,49,34,85.97942648104522
37,Male,MA,18,13,Education,187159.41215693398,46,46,88.44962767340925
55,Male,MA,18,31,Social Sciences,169067.49006569004,46,47,78.19957912381594
38,Female,BA,16,16,Health,139718.2319200861,44,40,79.38535904550348
44,Female,BA,16,22,Business,191843.84968360956,42,44,103.81160697165019
42,Male,MA,18,18,STEM (other),265846.65350139956,41,36,180.11290887628695
53,Male,BA,16,31,Health,153792.8416981263,43,47,76.09739816829605
30,Male,MA,18,6,Engineering,234306.55516802715,43,35,155.6854187162971
56,Female,BA,16,34,Social Sciences,85447.72337194935,50,47,36.36073334976568
53,Female,BA,16,31,Humanities,174789.23769996202,47,45,82.64266557917826
26,Female,BA,16,4,Humanities,64766.36782730334,47,31,44.451865358478614
47,Male,BA,16,25,Social Sciences,234845.09251465075,44,48,111.19559304670963
43,Female,MA,18,19,Humanities,151147.78467742624,45,30,111.9613219832787
55,Male,Prof,19,30,Business,185003.1998499654,47,40,98.40595736700287
29,Male,MA,18,5,Social Sciences,143465.85303290695,40,49,73.19686379229947
43,Male,BA,16,21,Humanities,166600.9155440351,44,34,111.36424835831222
58,Male,BA,16,36,Humanities,168546.71603672407,43,45,87.1042460138109
34,Female,MA,18,10,Education,91225.62642647639,43,30,70.71753986548558
49,Female,MA,18,25,Humanities,135916.34469381496,50,48,56.631810289089564
26,Male,BA,16,4,Engineering,118087.14512234616,41,43,66.98079700643571
35,Female,BA,16,13,Humanities,107604.96881320208,49,32,68.62561786556255
55,Male,MA,18,31,Business,262583.29963866674,40,31,211.76072551505382
39,Female,BA,16,17,Business,83460.5738814855,45,34,54.54939469378137
33,Female,BA,16,11,Business,146928.02446538705,46,46,69.43668452995607
47,Male,BA,16,25,Social Sciences,142629.49368601275,44,47,68.96977450967735
43,Female,BA,16,21,Business,127242.47728788882,47,30,90.24289169353817
33,Male,Prof,19,8,Business,124101.36454612589,48,44,58.760115788885365
59,Male,PhD,20,33,Engineering,255822.39179802698,50,38,134.64336410422473
45,Female,BA,16,23,Business,57083.73298689578,50,34,33.57866646287987
33,Female,BA,16,11,Health,102438.01150002306,41,42,59.48781155634324
52,Female,BA,16,30,Social Sciences,123903.15763035786,50,48,51.62631567931577
31,Female,BA,16,9,Business,147448.60639077943,43,39,87.92403481859239
40,Male,BA,16,18,Education,100101.7047118631,50,49,40.85783865790331
40,Male,MA,18,16,Humanities,128266.55774821009,48,43,62.14465007180721
57,Female,BA,16,35,Humanities,221390.4111614885,44,41,122.72195740659008
28,Male,BA,16,6,Business,154307.93393862806,42,40,91.8499606777548
28,Female,BA,16,6,Education,122894.48491606022,45,36,75.86079315806187
63,Male,BA,16,41,Business,148960.77137137446,42,46,77.1018485359081
64,Female,BA,16,42,Engineering,222906.94665588677,44,47,107.78865892451005
41,Male,BA,16,19,Business,147743.16296719108,42,36,97.71373212115812
61,Female,PhD,20,35,Humanities,180985.47108851201,45,49,82.07957872494876
63,Female,BA,16,41,Business,195693.63001775125,51,35,109.63228572423039
53,Female,BA,16,31,Engineering,165099.22296949272,49,40,84.23429743341465
60,Male,Prof,19,35,Engineering,393525.41481883277,44,41,218.14047384635964
62,Female,PhD,20,36,Humanities,182473.631771228,48,45,84.47853322742037
63,Female,BA,16,41,Health,198175.47803287013,42,48,98.3013283893205
61,Female,MA,18,37,Business,322958.8335514451,45,48,149.5179784960394
59,Female,BA,16,37,Health,230520.74384819588,47,40,122.61741694052972
31,Male,BA,16,9,Social Sciences,74512.6560043513,46,45,35.99645217601512
51,Male,BA,16,29,Education,165854.9298198568,45,41,89.89427090507144
52,Male,MA,18,28,Business,266949.7769393055,41,37,175.97216673652306
46,Male,MA,18,22,Humanities,198225.17414225053,46,32,134.6638411292463
38,Female,BA,16,16,Business,107195.71445979775,47,31,73.57289942333408
31,Male,BA,16,9,Education,84481.63301035702,40,35,60.344023578826445
61,Male,MA,18,37,Engineering,310819.4483735903,48,45,143.89789276555106
46,Male,BA,16,24,Social Sciences,122500.68353087221,43,49,58.13985929324737
29,Male,BA,16,7,Social Sciences,97801.10778470233,47,44,47.29260531175161
26,Male,MA,18,2,Social Sciences,169458.39913557185,49,43,80.42638781944558
51,Male,MA,18,27,Engineering,223744.53804891123,46,31,156.90360311985359
45,Male,MA,18,21,Humanities,120254.75846863847,49,49,50.08528049505975
62,Male,Prof,19,37,Business,173739.92792001765,46,47,80.36074371878708
39,Female,BA,16,17,Education,138194.27982135527,41,43,78.38586490150611
45,Male,MA,18,21,Humanities,100253.33359729873,40,47,53.3262412751589
34,Male,MA,18,10,Health,134027.35646640413,43,31,100.5456537632439
47,Female,BA,16,25,Education,155588.37241077324,51,30,101.691746673708
63,Female,BA,16,41,Education,209220.69822407243,41,49,104.14171141068812
29,Female,BA,16,7,Social Sciences,130726.73408577267,47,31,89.72322174727019
25,Female,BA,16,3,Humanities,64885.56537362925,49,38,34.84724241333472
37,Male,MA,18,13,Business,233777.6655096732,46,38,133.74008324352013
45,Female,MA,18,21,Health,166966.0018164339,47,45,78.94373608342029
50,Male,BA,16,28,Education,99597.17636134909,50,40,49.79858818067454
45,Male,BA,16,23,Social Sciences,144493.18058250888,45,35,91.74170195714849
42,Female,PhD,20,16,Business,317378.6312150181,40,41,193.5235556189135
61,Male,BA,16,39,Social Sciences,167204.3531733309,51,32,102.45364777777628
56,Female,BA,16,34,Humanities,140106.28039979903,48,41,71.19221565030438
60,Female,BA,16,38,STEM (other),303994.07601655874,45,30,225.18079704930278
41,Male,BA,16,19,Social Sciences,93339.02239741612,51,38,48.162550256664666
59,Female,BA,16,37,Education,99004.46863092542,49,49,41.234680812547026
35,Male,BA,16,13,STEM (other),90567.07892377672,40,35,64.69077065984051
45,Male,BA,16,23,Engineering,207813.1122397408,40,40,129.883195149838
50,Female,BA,16,28,Business,185266.00536072295,47,32,123.1821844153743
28,Male,BA,16,6,Education,148928.39667352798,45,33,100.28848260843635
58,Female,BA,16,36,Humanities,149558.44369421265,47,39,81.59216786372758
42,Male,MA,18,18,Humanities,126039.78022235287,47,48,55.86869690707131
64,Male,MA,18,40,Social Sciences,185449.60665089608,50,35,105.97120380051204
59,Female,BA,16,37,Engineering,203599.9311587353,47,30,144.3971142969754
53,Female,BA,16,31,Social Sciences,97916.62380161423,49,37,54.008066079213584
53,Male,MA,18,29,Business,469066.3428058397,46,37,275.59714618439466
62,Male,BA,16,40,Business,204017.5514062462,46,35,126.71897602872436
45,Female,BA,16,23,Humanities,139469.67769273906,49,46,61.87652071550092
37,Male,MA,18,13,Engineering,218196.03815728604,43,48,105.71513476612695
41,Female,Prof,19,16,Humanities,183363.0404397549,48,30,127.33544474982979
33,Male,MA,18,9,Social Sciences,127929.41613369793,51,44,57.00954373159444
25,Female,BA,16,3,Health,81245.25180228025,41,42,47.18075017554022
26,Female,MA,18,2,Engineering,154420.58124317852,50,32,96.51286327698658
53,Male,BA,16,31,Business,200609.0467924756,48,31,134.8179077906422
57,Female,MA,18,33,Engineering,182340.8415255273,49,32,116.28880199332099
34,Female,BA,16,12,STEM (other),219544.60076552097,42,38,137.55927366260713
64,Female,BA,16,42,Humanities,145743.80673080275,41,45,78.99393318742696
45,Male,MA,18,21,Social Sciences,216283.6043761045,43,42,119.75836344191832
52,Female,BA,16,30,Business,270378.00200343487,44,48,128.0198873122324
35,Female,BA,16,13,STEM (other),148029.46878669914,41,47,76.8186137969378
58,Female,Prof,19,33,Business,250618.11418581806,40,41,152.8159232840354
32,Female,BA,16,10,Business,164885.76364395441,49,41,82.07355084318289
46,Male,BA,16,24,Health,130214.93038264784,50,30,86.8099535884319
32,Female,BA,16,10,STEM (other),138166.6022760992,44,49,64.08469493325566
39,Male,MA,18,15,Engineering,197336.2836460575,48,37,111.11277232323057
41,Male,MA,18,17,Business,134562.2820611722,51,46,57.35817649666335
47,Male,BA,16,25,STEM (other),362322.8834888413,51,49,144.98714825483844
48,Male,MA,18,24,Business,130903.01270527486,44,36,82.64079084928969
43,Male,BA,16,21,Engineering,122512.5593348293,51,38,63.21597488897281
29,Male,MA,18,5,Health,183371.2330148062,50,46,79.72662304991574
56,Male,BA,16,34,Humanities,172884.64777845587,49,39,90.46815686994027
25,Female,BA,16,3,Social Sciences,68652.3439953858,48,33,43.341126259713256
47,Male,Prof,19,22,STEM (other),266142.3791512727,51,36,144.95772284927708
